src	mt	ref	tags	mt4word	score	z_score	error_words
Hilisematel sajanditel lammutati linnusehoone ehitusmaterjaliks.	Over the centuries, construction material for urban buildings was dismantled.	"Over the centuries , the stronghold building was dismantled for construction material .
"	OK OK OK OK BAD BAD BAD BAD BAD BAD BAD OK OK	Over the centuries , construction material for urban buildings was dismantled . <EOS>	22.33333333333333	-0.8704043047408306	construction, material, for, urban, buildings, was, dismantled
Need ajavad Alma närviliseks ja sekka veel Mare temp, kes neid kaht üle ukse pildistab.	They are making Alma nervous and one of them is Mare temp, who are photographing the two at the door.	"They are making Alma nervous and then Mare makes a prank , photographing the two at the door .
"	OK OK OK OK OK OK BAD BAD BAD BAD OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK	They are making Alma nervous and one of them is Mare temp , who are photographing the two at the door . <EOS>	76.0	0.1948197126884543	one, of, them, is, temp, ,, who, are
See on vale, sest tegelikult pole Rebane kunagi 22.	That is wrong, because in fact Rebelli is never 22.	"That is wrong , because in fact Rebane never 22 .
"	OK OK OK OK OK OK OK BAD BAD OK OK OK OK	That is wrong , because in fact Rebelli is never 22 . <EOS>	40.0	-0.3584639298192536	Rebelli, is
Laine otsustab, et Roccot peab nendest asjadest eemale hoidma.	The flotilla decides that Roccot must stay away from these things.	"Laine decides that Rocco must be kept away from these things .
"	BAD BAD OK OK BAD OK BAD OK OK OK OK OK OK	The flotilla decides that Roccot must stay away from these things . <EOS>	90.0	0.7185097053333435	The, flotilla, Roccot, stay
Rünnak sooritati ka praeguse kuberneri Haji Sher Alami konvoile, kuid viimane pääses elusalt.	The attack was also carried out on the current Governor, Haji Sher Alam convoy, but the latter escaped alive.	"The attack was also carried out on the convoy of the current governor , Haji Sher Alam , but the latter escaped alive .
"	OK OK OK OK OK OK OK BAD OK BAD OK OK OK OK BAD OK OK OK OK OK OK OK OK	The attack was also carried out on the current Governor , Haji Sher Alam convoy , but the latter escaped alive . <EOS>	87.33333333333333	0.726494116841914	the, Governor, convoy
Collingwood muutis veidi oma kolonni kurssi, nii et kaks liini ühtlustusid rünnakujoonel.	Collingwood changed his Collingwood course slightly, so that the two lines were converged along the lines of the attack.	"Collingwood slightly changed the course of his column , so that the two lines were converged along the lines of the attack .
"	OK BAD BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Collingwood changed his Collingwood course slightly , so that the two lines were converged along the lines of the attack . <EOS>	52.5	-0.0628931694568947	changed, his, Collingwood, course, slightly
Constantinuse poolt kokku kutsutud Arles'i kirikukogu ja I Nikaia kirikukogu näitasid tema huvi ühtse kiriku vastu ning soovi saada selle peaks.	The Arles Church Church and the Church of Nicia, convened by Constantinan, demonstrated his interest in and desire for a united church.	"The Arles Council and the First Nicea Council , convened by Constantine , demonstrated his interest in a united church and the desire to become its head .
"	OK OK BAD BAD OK OK BAD BAD BAD OK OK OK BAD OK OK OK OK OK BAD BAD BAD BAD BAD BAD OK OK	The Arles Church Church and the Church of Nicia , convened by Constantinan , demonstrated his interest in and desire for a united church . <EOS>	32.0	-1.3456097962592326	Church, Church, Church, of, Nicia, Constantinan, and, desire, for, a, united, church
Sinna kogunenud saarlased, harjulased ja läänemaalased tapsid mõned linnuses olnud taanlased ning saatsid sõna Virumaale, et seal samuti tehtaks.	The islands, habits and western peoples gathered there killed some Danes who were in towns and cities and sent the floor to Viruland to also do so.	"The inhabitants of the islands , Harju and Lääne counties gathered there killed some Danes who were in the stronghold and sent word to Viru county , advising them to do the same .
"	BAD OK OK BAD OK BAD BAD OK OK OK OK OK OK OK OK BAD OK BAD BAD BAD BAD BAD BAD BAD OK BAD BAD BAD OK OK	The islands , habits and western peoples gathered there killed some Danes who were in towns and cities and sent the floor to Viruland to also do so . <EOS>	81.66666666666667	0.5602181332549484	The, habits, western, peoples, towns, cities, and, sent, the, floor, to, Viruland, also, do, so
Kohtumise keskseks teemaks olid Venemaa ja Euroopa Liidu suhted, eelkõige energiavaldkonnas.	The central theme of the meeting was relations between Russia and the European Union, particularly in the field of energy.	"The central theme of the meeting was relations between Russia and the European Union , particularly in the field of energy .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The central theme of the meeting was relations between Russia and the European Union , particularly in the field of energy . <EOS>	94.66666666666669	0.9464835466811532	
Moraal ei ole mingi kindel eetikamõtete komplekt, see hõlmab erinevaid eetilisi vaateid.	Morality is not a certain set of ethical ideas; it involves different ethical views.	"Morality is not a certain set of ethical ideas ; it involves different ethical views .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Morality is not a certain set of ethical ideas ; it involves different ethical views . <EOS>	93.33333333333331	0.9177973575056444	
Fašistlik partei kasutas vägivalda ja hirmutamist 25% künnise saavutamiseks 1924. aasta valimistel, ja sai juhtivaks poliitiliseks parteiks Itaalias.	The Faicist Party used violence and intimidation to reach the 25% threshold in the 1924 elections and became the leading political party in Italy.	"The Fascist Party used violence and intimidation to reach the 25 % threshold in the 1924 elections and became the leading political party in Italy .
"	OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The Faicist Party used violence and intimidation to reach the 25 % threshold in the 1924 elections and became the leading political party in Italy . <EOS>	85.66666666666667	0.6142956834586922	Faicist
Pakistanis Pandžabi provintsis ründas mootorrattal enesetaputerrorist õhujõudude sõdureid vedanud bussi.	In Pakistan, in the province of Punjab, on motorised suicide bombers attacked buses carrying air soldiers.	"In Pakistan , in the province of Punjab , a suicide terrorist on a motorcycle attacked buses carrying air force soldiers .
"	OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK BAD OK OK	In Pakistan , in the province of Punjab , on motorised suicide bombers attacked buses carrying air soldiers . <EOS>	69.66666666666667	0.0962782356272103	on, motorised, suicide, bombers, soldiers
Kuna hertsog Godefroi de Boullion ei nõustunud vasallitõotusega, otsustas keiser ristisõdijate vastu jõudu kasutada.	As the Duchy, Godefroi de Boullion, did not agree with the latest pledge, the Emperor decided to use force against the Christian brokers.	"As Duke Godefroi de Boullion did not accept the vassal pledge , the Emperor decided to use force against the crusaders .
"	OK BAD BAD BAD OK OK OK BAD OK OK BAD BAD OK BAD OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK	As the Duchy , Godefroi de Boullion , did not agree with the latest pledge , the Emperor decided to use force against the Christian brokers . <EOS>	37.66666666666666	-0.959941758623977	the, Duchy, ,, ,, agree, with, latest, Christian, brokers
Indeksiline osutamine sõltub ikoonilisest ja sümboliline indeksilisest.	Informal delivery depends on an iconian and symbolic index.	"Indexed denotation depends the iconic one and the symbolic one on the indexed one .
"	BAD BAD OK BAD BAD BAD OK BAD BAD OK OK	Informal delivery depends on an iconian and symbolic index . <EOS>	73.83333333333333	0.4426967047277599	Informal, delivery, on, an, iconian, symbolic, index
Uus võim püüdis end kehtestada arreteerimiste, piinamiste ja hukkamistega.	The new authorities tried to impose themselves by means of arrests, torture and executions.	"The new authorities tried to impose themselves by means of arrests , torture and executions .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The new authorities tried to impose themselves by means of arrests , torture and executions . <EOS>	96.0	1.0382769689185127	
Brownie on praegu välja pandud Experience Music Projectis Seattle'is.	Browcio is currently putting forward a veritable Music Projectis Seattle.	"Brownie is currently on display in the Experience Music Project in Seattle .
"	BAD OK OK BAD BAD BAD BAD OK BAD OK OK OK	Browcio is currently putting forward a veritable Music Projectis Seattle . <EOS>	50.0	-0.867939997885728	Browcio, putting, forward, a, veritable, Projectis
Võimule saanud kuulutati välja Ungari Rahvademokraatlik Vabariik.	The winning power was announced by the Democratic People's Republic of Hungary.	"Once in power , they declared the Democratic People 's Republic of Hungary .
"	BAD BAD OK BAD BAD BAD OK OK OK OK OK OK OK OK OK	The winning power was announced by the Democratic People 's Republic of Hungary . <EOS>	58.66666666666666	-0.2049878441966934	The, winning, was, announced, by
See oli küll arstide nõuannete otsene eiramine, sest nood olid talle soovitanud täielikku rahu ja vältida stressi.	It was a direct disregard for the advice of doctors, as they recommended him complete peace and avoid stress.	"However , it was a direct disregard for the advice of doctors , as they had recommended him complete peace and to avoid stress .
"	BAD OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK BAD OK OK OK	It was a direct disregard for the advice of doctors , as they recommended him complete peace and avoid stress . <EOS>	72.66666666666667	0.6074059393833794	It, recommended, avoid
Peamiselt vihmametsas elab mõni tuhat pügmeede hulka kuuluvat bakat ja bongot.	In the rainforest, a few thousand pyramid are living with bases and bonus, which are among the main measures.	"In the rainforest , there are living a few thousand Baka and Bongo people , who belong to the Pygmy .
"	OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK BAD BAD BAD OK BAD BAD OK OK	In the rainforest , a few thousand pyramid are living with bases and bonus , which are among the main measures . <EOS>	16.666666666666668	-1.9718616368406725	a, few, thousand, pyramid, are, living, with, bases, and, bonus, which, are, among, main, measures
Guinea president Lansana Conté nimetas riigi uueks peaministriks endise diplomaadi Lansana Kouyaté.	The President of Guinea, Lansana Conté, has appointed former diplomat Lansana Kouyaté as the country's new Prime Minister.	"The President of Guinea , Lansana Conté , has appointed former diplomat Lansana Kouyaté as the country 's new Prime Minister .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The President of Guinea , Lansana Conté , has appointed former diplomat Lansana Kouyaté as the country 's new Prime Minister . <EOS>	94.33333333333331	0.9520629808659236	
Tasu maksmise kohustus muudab lepingu vastastikuseks lepinguks, ühel poolele on kohustus maksta tasu ning teisel poolel kohustus osutada teenust.	The obligation to pay a fee transforms the contract into a reciprocal agreement, an obligation on the one side to pay a fee and an obligation on the other side to provide a service.	"The obligation to pay a fee transforms the contract into a reciprocal agreement , an obligation on the one side to pay a fee and an obligation on the other side to provide a service .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The obligation to pay a fee transforms the contract into a reciprocal agreement , an obligation on the one side to pay a fee and an obligation on the other side to provide a service . <EOS>	92.33333333333331	0.7949572463498648	
Meeste võitlusvaim oli kõrge, sest tegemist oli esimese lahinguga kodumaa pinnal.	The fight against men was high, as it was the first battle on home soil.	"Men 's figthing spirit was high , as it was the first battle on home soil .
"	BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The fight against men was high , as it was the first battle on home soil . <EOS>	25.0	-1.305955332552997	The, fight, against, men
Haavade sulgemiseks kasutatakse mitmesuguseid sidumisvahendeid, näiteks sidet ja tampoone.	Several binding instruments, such as communication and dams, will be used to close the barriers.	"Various dressings are used to close the wounds , such as dressings and tampons .
"	BAD BAD BAD BAD BAD BAD BAD BAD BAD OK BAD BAD BAD BAD BAD BAD BAD OK OK	Several binding instruments , such as communication and dams , will be used to close the barriers . <EOS>	9.0	-2.17042116741645	Several, binding, instruments, ,, such, as, communication, and, dams, will, be, used, to, close, the, barriers
Samuti kasutas sellist lähenemist kogu NSV Liit ning kasutavad selle endised liikmesriigid.	It is also the approach that the whole of the NSV has adopted and is used by the former Member States.	"The same approach was also used by the whole of the USSR and is used by its former Member States .
"	BAD BAD BAD BAD BAD BAD OK OK OK OK BAD BAD BAD OK OK OK OK BAD OK OK OK OK OK	It is also the approach that the whole of the NSV has adopted and is used by the former Member States . <EOS>	83.0	0.606669292041474	It, is, also, the, approach, that, NSV, has, adopted, the
Austraalia suurimat linna Sydney't tabas tromb, mille tuulte kiirus ulatus 200 km/h ja millega kaasnes tugev rahe.	The largest Australian city, Sydney, was hit by a troop with a wind speed of 200 km / h, involving a strong nation.	"The largest Australian city , Sydney , was hit by a squall with a wind speed up to 200 km / h , and a heavy hail .
"	OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK BAD OK OK OK OK OK BAD OK BAD BAD OK OK	The largest Australian city , Sydney , was hit by a troop with a wind speed of 200 km / h , involving a strong nation . <EOS>	29.666666666666668	-1.1160021457603608	troop, of, involving, strong, nation
Kuna Portugal on Euroopa Liidu liikmesriik, kehtib seal ka Euroopa Liidu õigus.	As Portugal is a Member State of the European Union, EU law also applies there.	"As Portugal is a Member State of the European Union , EU law also applies there .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	As Portugal is a Member State of the European Union , EU law also applies there . <EOS>	89.66666666666667	0.8110825125302709	
Rootsi teatas, et lõpetab Saudi Araabias aset leidvate inimõiguste rikkumiste tõttu kaitsekoostöö Saudi Araabiaga.	Sweden announced that it would end its defence cooperation with Saudi Arabia on account of human rights violations in Saudi Arabia.	"Sweden announced that it would end its defence cooperation with Saudi Arabia on account of human rights violations in Saudi Arabia .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Sweden announced that it would end its defence cooperation with Saudi Arabia on account of human rights violations in Saudi Arabia . <EOS>	73.66666666666667	0.2467492877107871	
Põhiline sõjategevus leidis aset Mesopotaamia aladel, kus pärslased piirasid korduvalt Amida ja Nisibise kindlusi, suutmata neid küll vallutada.	The main military action took place in the areas of Mesoporemia, where the Finns repeatedly restricted Ami and Nisibis confidence without being able to conquer them.	"The main military action took place in the areas of Mesopotamia , where the Persians repeatedly besieged the Amida and Nisibis fortresses without being able to conquer them .
"	OK OK OK OK OK OK OK OK OK OK BAD OK OK OK BAD OK BAD BAD OK OK BAD OK OK OK OK OK OK OK OK	The main military action took place in the areas of Mesoporemia , where the Finns repeatedly restricted Ami and Nisibis confidence without being able to conquer them . <EOS>	73.66666666666667	0.2503103439757643	Mesoporemia, Finns, restricted, Ami, confidence
Haigla avamisel osales ka sotsiaalminister Hanno Pevkur.	Welfare minister Hanno Pevkur also participated in the opening of the hospital.	"Minister of Social Affairs Hanno Pevkur also participated in the opening of the hospital .
"	BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK	Welfare minister Hanno Pevkur also participated in the opening of the hospital . <EOS>	89.66666666666667	0.7855870424452661	Welfare, minister
Vähesed naised võrdsustavad iseeneslikku aborti surnult sündimise või kohe pärast sündi suremisega.	Few women equate self-abortion with death with birth or right after birth.	"Few women equate spontaneous abortion with stillbirth or death right after birth .
"	OK OK OK BAD BAD BAD OK BAD OK BAD OK OK OK OK	Few women equate self-abortion with death with birth or right after birth . <EOS>	76.0	0.4376018417158927	self-abortion, with, death, birth, right
13. sajandil sai Alfonso X juba öelda, et ta oleks võinud Jumalale maailma loomisel head nõu anda.	In the 13th century Alfonso X has already been able to say that she could have given God good advice in creating the world.	"In the 13th century Alfonso X could already say that he could have given good advice to God in creating the world .
"	OK OK OK OK OK OK BAD OK BAD BAD BAD OK OK BAD OK OK OK BAD OK OK BAD OK OK OK OK OK	In the 13th century Alfonso X has already been able to say that she could have given God good advice in creating the world . <EOS>	62.333333333333336	-0.0144163885690319	has, been, able, to, she, God, in
Eesti peaminister Taavi Rõivas alustas kahepäevast visiiti Leedus, et osaleda Leedu eurole üleminekuga seotud üritustel.	The Prime Minister of Estonia, Taavi Ralevas, began a two-day visit to Lithuania to attend events related to the changeover to the euro.	"The Prime Minister of Estonia , Taavi Rõivas , began a two-day visit to Lithuania to attend events related to the changeover to the euro .
"	OK OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The Prime Minister of Estonia , Taavi Ralevas , began a two-day visit to Lithuania to attend events related to the changeover to the euro . <EOS>	75.66666666666667	0.2001926476437373	Ralevas
Galileo Galilei vaatles oma teleskoobiga Kuud ning leidis, et Kuu ei ole sile kera, vaid selle pinnal on palju mägesid ja kraatreid.	Galileo looked at Cuba with its television code and found that Kuu is not easy, but that there are many mountains and bureaucrats on its soil.	"Galileo Galilei looked at the Moon with his telescope and found that the Moon is not a smooth ball , but that there are many mountains and craters on its surface .
"	OK BAD OK BAD BAD BAD BAD BAD OK OK OK BAD OK OK BAD OK OK OK OK OK OK OK OK BAD OK OK BAD OK OK	Galileo looked at Cuba with its television code and found that Kuu is not easy , but that there are many mountains and bureaucrats on its soil . <EOS>	12.833333333333334	-1.4922659667368443	looked, Cuba, with, its, television, code, Kuu, easy, bureaucrats, soil
Pärast seda olevat ta kutsunud kokku Lamego cortese, kus Braga peapiiskop kroonis ta esimeseks Portugali kuningaks.	Since then, he has called Lamego corcrates, where Braga Archbishop in the kroon has called her first kingdom of Portugal.	"After that , he supposedly called the Cortes of Lamego , where the Archbishop of Braga crowned him the first kingd of Portugal .
"	BAD BAD OK OK BAD OK BAD BAD OK OK BAD OK BAD BAD BAD BAD BAD BAD OK BAD OK OK OK OK	Since then , he has called Lamego corcrates , where Braga Archbishop in the kroon has called her first kingdom of Portugal . <EOS>	22.0	-1.5840791626129034	Since, then, has, Lamego, corcrates, Braga, in, the, kroon, has, called, her, kingdom
Ühinenud Rahvaste Organisatsioonil on ka rohkem liikmeid kui Rahvasteliidul.	The United Nations also has more members than the People's Union.	"The United Nations also has more members than the League of Nations .
"	OK OK OK OK OK OK OK OK OK BAD BAD BAD OK OK	The United Nations also has more members than the People 's Union . <EOS>	96.0	1.0353589153730376	People, 's, Union
Ma ei ole kohustatud aitama kõiki, kes on ohus, ega otsima ohus olijaid, keda aidata.	I am not obliged to help anyone who is at risk or to seek those at risk to help.	"I am not obliged to help anyone who is at risk or to seek those at risk to help .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	I am not obliged to help anyone who is at risk or to seek those at risk to help . <EOS>	94.66666666666669	0.964070761852686	
Ettepanek kukkus läbi, selle vastu hääletas 76% referendumil osalenud inimestest.	The proposal failed; 76% of the people who took part in the referendum voted against it.	"The proposal failed ; 76 % of the people who took part in the referendum voted against it .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The proposal failed ; 76 % of the people who took part in the referendum voted against it . <EOS>	93.66666666666669	0.9896882128198956	
See dokument kehtis kuni 2004. aastani, mil allkirjastati uus, 2001. aasta usuvabaduse seaduse nõuetele vastav konkordaat.	This document was in force until 2004, when a new contention was signed, in accordance with the requirements of the 2001 Act on Freedom of Religion Law.	"This document was in force until 2004 , when a new concordat was signed , in accordance with the requirements of the 2001 Freedom of Religion Act .
"	OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK OK BAD OK OK	This document was in force until 2004 , when a new contention was signed , in accordance with the requirements of the 2001 Act on Freedom of Religion Law . <EOS>	78.0	0.5256901717553605	contention, Act, on, Law
Kambodžas moodustatud ÜRO genotsiiditribunalis algas esimene kohtuprotsess.	The UN genocide tribunal in Cambodia began its first trial.	"The UN genocide tribunal formed in Cambodia began its first trial .
"	OK OK OK OK BAD OK OK OK OK OK OK OK	The UN genocide tribunal in Cambodia began its first trial . <EOS>	94.0	0.9947039201654602	in
Saksamaal Berliinis avas liidukantsler Angela Merkel ametlikult linna uue keskraudteejaama, mis on suurim kogu Euroopas.	In Berlin, in Germany, Chancellor Angela Merkel officially opened the city's new central railway station, which is the largest in Europe.	"In Berlin , Germany , Chancellor Angela Merkel officially opened the city 's new central railway station , which is the largest in Europe .
"	OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	In Berlin , in Germany , Chancellor Angela Merkel officially opened the city 's new central railway station , which is the largest in Europe . <EOS>	84.0	0.6026406930184685	in
Protestijad süütasid politseiautosid, jagasid massidele relvaladudest hõivatud relvi ja lõhkusid kommunistliku režiimi sümboleid.	The protesters set fire to police cars, handed down weapons occupied by the masses of weapons and burst the symbols of the Communist regime.	"The protesters set fire to police cars , handed down weapons taken from weapon storages and destroyed the symbols of the Communist regime .
"	OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD OK BAD OK OK OK OK OK OK OK OK	The protesters set fire to police cars , handed down weapons occupied by the masses of weapons and burst the symbols of the Communist regime . <EOS>	19.5	-1.2750479284012677	occupied, by, the, masses, of, weapons, burst
Ka Oxfordi töödes leidub kohti, mida annab tõlgendada piiratud erinevusest rääkivatena.	There are also places at the work of Oxford that can be interpreted as' restricted differences'.	"There are also places in the work of Oxford that can be interpreted as talking about limited difference .
"	OK OK OK OK BAD OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK	There are also places at the work of Oxford that can be interpreted as ' restricted differences ' . <EOS>	87.33333333333333	0.5732342429677421	at, ', restricted, differences, '
Kant pole veel öelnud, mis see eesmärk on, vaid on öelnud ainult, et see ei ole kalduvuse, vaid praktilise mõistuse eesmärk, ja see on austuse ese.	Kant has not yet said what this objective is, but has only said that it is not the aim of inclination but the purpose of practical sense, and that is the subject of respect.	"Kant has not yet said what this objective is , but has only said that it is not the objective of disposition but of practical reason , and that is the subject of respect .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK BAD OK BAD BAD OK OK BAD OK OK OK OK OK OK OK OK OK OK	Kant has not yet said what this objective is , but has only said that it is not the aim of inclination but the purpose of practical sense , and that is the subject of respect . <EOS>	88.66666666666667	0.7535304619697888	aim, inclination, the, purpose, sense
Sama peaks käima kõigi mõistete kohta, mis on Platoni silmis problemaatilised.	The same should apply to all concepts that are problematic in the eyes of Plato.	"The same should apply to all concepts that are problematic in the eyes of Plato .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The same should apply to all concepts that are problematic in the eyes of Plato . <EOS>	97.0	1.2959990019928656	
Ühe ehitusmaterjale vedanud Iisraeli veoauto juht sai kergelt haavata.	A Israeli lorry driver carrying one building material was easily wounded.	"A Israeli lorry driver , transporting building materials , was mildly wounded .
"	OK OK OK OK BAD BAD OK BAD OK BAD OK OK OK	A Israeli lorry driver carrying one building material was easily wounded . <EOS>	70.66666666666667	0.0989198096460731	carrying, one, material, easily
Anti Selart aga seab kahtluse alla, kuivõrd noorem riimkroonika üldse Renneri kroonikas säilinud on.	However, the award raises doubts as to how young gardeners have survived in Renner's chronic form in the first place.	"However , Anti Selart raises doubts as to how much of the Younger Rhymed Chronicle has actually been preserved in the Renner chronicle .
"	OK OK BAD BAD OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK BAD BAD OK OK	However , the award raises doubts as to how young gardeners have survived in Renner 's chronic form in the first place . <EOS>	22.0	-1.1778470088187032	the, award, young, gardeners, have, survived, in, Renner, 's, chronic, form, first, place
Samal ajal võib olla asju mida ta ei märka või mida ta ei taha märgata ega tähele panna.	At the same time, there may be things he does not notice or he does not want to notice or notice.	"At the same time , there may be things he does not notice or that he does not want to notice or pay attention to .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK BAD OK OK	At the same time , there may be things he does not notice or he does not want to notice or notice . <EOS>	77.66666666666667	0.3861264483154771	he, notice
Protesteeriti fašismi ilmingute vastu Venemaal ja avaldati nördimust armeenlaste tapmise pärast Venemaa linnades.	Protests against manifestations of fascism in Russia were protested and indignation at the killing of Armenians in Russian cities.	"They protested against manifestations of fascism in Russia and expressed indignation at the killing of Armenians in Russian cities .
"	BAD OK OK OK OK OK OK BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK	Protests against manifestations of fascism in Russia were protested and indignation at the killing of Armenians in Russian cities . <EOS>	51.333333333333336	-0.0477641826441902	Protests, were, protested, and
