src	mt	ref	tags	mt4word	score	z_score	error_words
Horton Foote, 92, American playwright and screenwriter, after short illness.	Horton Foote, 92, amerikanischer Dramatiker und Drehbuchautor, nach kurzer Krankheit.	"Horton Foote , 92 , amerikanischer Dramatiker und Drehbuchautor , nach kurzer Krankheit .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Horton Foote , 92 , amerikanischer Dramatiker und Drehbuchautor , nach kurzer Krankheit . <EOS>	96.66666666666669	0.830290042271148	
The 52nd then charged, and under this onslaught, the chasseurs broke.	Die 52. dann geladen, und unter diesem Ansturm brachen die Verfolger.	"Die 52. rannte dann los und unter diesem Ansturm brachen die Chasseuren zusammen .
"	OK OK BAD BAD BAD OK OK OK OK OK OK BAD OK OK	Die 52. dann geladen , und unter diesem Ansturm brachen die Verfolger . <EOS>	91.66666666666669	0.2422502055318584	dann, geladen, ,, Verfolger
Cott noted little detectable discrepancy in the mating habits of Nile crocodiles and American alligators.	Cott bemerkte wenig erkennbare Diskrepanz in den Paarungsgewohnheiten von Nilkrokodilen und amerikanischen Alligatoren.	"Cott bemerkte kaum erkennbare Diskrepanzen in den Paarungsgewohnheiten von Nilkrokodilen und amerikanischen Alligatoren .
"	OK OK BAD OK BAD OK OK OK OK OK OK OK OK OK OK	Cott bemerkte wenig erkennbare Diskrepanz in den Paarungsgewohnheiten von Nilkrokodilen und amerikanischen Alligatoren . <EOS>	96.0	0.6973629780505933	wenig, Diskrepanz
The clown entices Georgie to come closer, then bites his arm off and drags him into the sewer.	Der Clown lockt Georgie, näher zu kommen, beißt ihm dann den Arm ab und schleppt ihn in die Kanalisation.	"Der Clown lockt Georgie näher zu sich , beißt ihm dann den Arm ab und schleppt ihn in die Kanalisation .
"	OK OK OK OK BAD OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Der Clown lockt Georgie , näher zu kommen , beißt ihm dann den Arm ab und schleppt ihn in die Kanalisation . <EOS>	100.0	0.5490141552904629	,, kommen
En route, on 3 October, she sighted, tracked, and approached a small trawler.	Unterwegs, am 3. Oktober, seufzte, verfolgte sie und näherte sich einem kleinen Trawler.	"Am 3. Oktober sichtete und verfolgte sie unterwegs einen kleinen Trawler und näherte sich ihm .
"	BAD BAD BAD OK OK BAD BAD BAD OK OK BAD OK OK BAD BAD BAD OK OK	Unterwegs , am 3. Oktober , seufzte , verfolgte sie und näherte sich einem kleinen Trawler . <EOS>	90.66666666666669	0.4180384040544422	Unterwegs, ,, am, ,, seufzte, ,, und, einem, kleinen, Trawler
Soon after, MLBPA executive director Marvin Miller then approached Joel Shorin, the president of Topps, about renegotiating these contracts.	Bald darauf näherte sich MLBPA-Geschäftsführer Marvin Miller dann Joel Shorin, dem Präsidenten von Topps, über die Neuverhandlung dieser Verträge.	"Bald darauf kam MLBPA-Geschäftsführer Marvin Miller dann Joel Shorin , auf den Präsidenten von Topps zu , um über die Neuverhandlung dieser Verträge zu reden .
"	OK OK BAD BAD OK OK OK OK OK OK OK BAD OK OK OK BAD BAD OK OK OK OK BAD OK	Bald darauf näherte sich MLBPA-Geschäftsführer Marvin Miller dann Joel Shorin , dem Präsidenten von Topps , über die Neuverhandlung dieser Verträge . <EOS>	89.16666666666667	0.306972833665366	näherte, sich, dem, ,, über, .
He eventually reaches safety, encountering Magneto's surviving Acolytes.	Er erreicht schließlich Sicherheit und begegnet Magneto 's überlebenden Acolytes.	"Er gelangt schließlich in Sicherheit und begegnet Magnetos überlebenden Acolytes .
"	OK BAD OK BAD OK OK BAD BAD BAD OK OK OK OK	Er erreicht schließlich Sicherheit und begegnet Magneto ' s überlebenden Acolytes . <EOS>	73.33333333333333	-0.304378345822188	erreicht, Sicherheit, Magneto, ', s
In 1988, Metro Aquiles Serdán honors the first martyr of the Revolution Aquiles Serdán.	1988 ehrt Metro Aquiles Serdán den ersten Märtyrer der Revolution Aquiles Serdán.	"1988 ehrt Metro Aquiles Serdán den ersten Märtyrer der Revolution Aquiles Serdán .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK	1988 ehrt Metro Aquiles Serdán den ersten Märtyrer der Revolution Aquiles Serdán . <EOS>	92.33333333333331	0.1623279382884381	
On July 19, 1879, Holliday and John Joshua Webb, former lawman and gunman, were seated in a saloon.	Am 19. Juli 1879 saßen Holonna und John Joshua Webb, ehemaliger Gesetzgeber und Kanonier, in einem Salon.	"Am 19. Juli 1879 saßen Holonna und John Joshua Webb , ehemaliger Gesetzgeber und Kanonier , in einem Saloon .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK	Am 19. Juli 1879 saßen Holonna und John Joshua Webb , ehemaliger Gesetzgeber und Kanonier , in einem Salon . <EOS>	62.833333333333336	-1.0024962391623935	Salon
Viral particles consumed by the larva when eating through the egg chorion will kill them during the first instar.	Viruspartikel, die von der Larve beim Verzehr durch das Ei Chorion verbraucht werden, töten sie während des ersten Instars.	"Viruspartikel , die von der Larve beim Verzehr durch das Ei-Chorion verbraucht werden , töten sie während des ersten Stadiums ab .
"	OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK OK OK OK OK OK OK BAD OK OK	Viruspartikel , die von der Larve beim Verzehr durch das Ei Chorion verbraucht werden , töten sie während des ersten Instars . <EOS>	88.66666666666667	-0.0066830613664228	Ei, Chorion, Instars
Google Web Toolkit, a toolkit that translates a subset of Java to JavaScript.	Google Web Toolkit, ein Toolkit, das eine Teilmenge von Java auf JavaScript übersetzt.	"Google Web Toolkit , ein Toolkit , das eine Teilmenge von Java in JavaScript übersetzt .
"	OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK	Google Web Toolkit , ein Toolkit , das eine Teilmenge von Java auf JavaScript übersetzt . <EOS>	85.33333333333333	0.0547923500254631	auf
In the first round Cotto scored a knockdown after connecting a jab.	In der ersten Runde erzielte Cotto einen Knockdown, nachdem er einen Jab angeschlossen hatte.	"In der ersten Runde erzielte Cotto einen Knockdown , nachdem er einen Jab angeschlossen hatte .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	In der ersten Runde erzielte Cotto einen Knockdown , nachdem er einen Jab angeschlossen hatte . <EOS>	75.0	-0.2560681309497105	
The Encyclopedia of Phobias, Fears, and Anxieties.	Die Enzyklopädie der Phobien, Ängste und Ängste.	"Die Enzyklopädie der Phobien , Ängste und Angststörungen .
"	OK OK OK OK OK OK OK BAD OK OK	Die Enzyklopädie der Phobien , Ängste und Ängste . <EOS>	57.0	-1.856197024458856	Ängste
Styles after he and Kurt Angle wrestled a Last Man Standing match.	Styles nachdem er und Kurt Angle einen Last Man Standing Kampf gekämpft haben.	"Styles nachdem er und Kurt Angle einen Last-Man-Standing-Kampf gekämpft haben .
"	OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK	Styles nachdem er und Kurt Angle einen Last Man Standing Kampf gekämpft haben . <EOS>	87.83333333333333	0.1094783583020278	Last, Man, Standing, Kampf
2 seed Kevin Anderson in the quarterfinals before losing to no.	2 Samen Kevin Anderson im Viertelfinale vor dem Verlust auf Nein.	"2 Seed Kevin Anderson im Viertelfinale vor der Niederlage gegen Nr .
"	OK BAD OK OK OK OK OK BAD BAD BAD BAD OK OK	2 Samen Kevin Anderson im Viertelfinale vor dem Verlust auf Nein . <EOS>	85.0	0.0428744166938526	Samen, dem, Verlust, auf, Nein
In 2015, the Buccaneers debuted their Color Rush uniform featuring red jerseys and red pants, with pewter numerals.	2015 debütierten die Buccaneers ihre Color Rush Uniform mit roten Trikots und roten Hosen, mit Zinnziffern.	"2015 debütierten die Buccaneers ihre Color-Rush-Uniform mit roten Trikots und roten Hosen mit zinnfarbenen Ziffern .
"	OK OK OK OK OK BAD BAD BAD OK OK OK OK OK OK BAD BAD BAD OK OK	2015 debütierten die Buccaneers ihre Color Rush Uniform mit roten Trikots und roten Hosen , mit Zinnziffern . <EOS>	91.16666666666669	0.3304130330613268	Color, Rush, Uniform, ,, mit, Zinnziffern
Audie's platoon moved towards Artena on 26 to 27 May, regrouping with the Division at Valmontone.	Der Zug von Audie zog vom 26. bis 27. Mai in Richtung Artena um und gruppierte sich mit der Division von Valmontone.	"Der Zug von Audie zog vom 26. bis 27. Mai in Richtung Artena und schloss sich der Division in Valmontone an .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK BAD OK BAD OK OK BAD OK BAD OK	Der Zug von Audie zog vom 26. bis 27. Mai in Richtung Artena um und gruppierte sich mit der Division von Valmontone . <EOS>	86.33333333333333	-0.3304333898136317	um, gruppierte, mit, von, .
Censured or reprimanded members of the United States House of Representatives	Angeklagte oder beschuldigte Mitglieder des Repräsentantenhauses der Vereinigten Staaten	"Angeklagte oder getadelte Mitglieder des Repräsentantenhauses der Vereinigten Staaten
"	OK OK BAD OK OK OK OK OK OK OK	Angeklagte oder beschuldigte Mitglieder des Repräsentantenhauses der Vereinigten Staaten <EOS>	94.0	0.368635115191741	beschuldigte
Batman foils the kidnappings and heads for the Penguin's lair.	Batman filtert die Entführungen und Köpfe für die Höhle des Pinguins.	"Batman verhindert die Entführungen und begibt sich zum Versteck des Pinguin .
"	OK BAD OK OK OK BAD BAD BAD BAD OK BAD OK OK	Batman filtert die Entführungen und Köpfe für die Höhle des Pinguins . <EOS>	86.66666666666667	0.1815737802871235	filtert, Köpfe, für, die, Höhle, Pinguins
Each caste of 196 castes in Andhra Pradesh having its own Caste myth.	Jede Kaste von 196 Kasten in Andhra Pradesh hat ihren eigenen Caste Mythos.	"Jede Kaste von 196 Kasten in Andhra Pradesh hat ihren eigenen Kasten-Mythos .
"	OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK	Jede Kaste von 196 Kasten in Andhra Pradesh hat ihren eigenen Caste Mythos . <EOS>	93.66666666666669	0.6641600043194352	Caste, Mythos
He might program 128 bars, with absolutely no looping or quantizing ...	Er könnte 128 Takte programmieren, ohne Looping oder Quantisierung...	"Er könnte 128 Takte programmieren , ohne Looping oder Quantisieren ...
"	OK OK OK OK OK OK OK OK OK BAD OK OK	Er könnte 128 Takte programmieren , ohne Looping oder Quantisierung ... <EOS>	87.83333333333333	0.2812223161471412	Quantisierung
A bullet passed through his shoulder, severing nerves, and tearing a gash in his throat.	Eine Kugel ging durch seine Schulter, trennte die Nerven und riss ihm einen Schuss in die Kehle.	"Eine Kugel ging durch seine Schulter , durchtrennte die Nerven und riss ihm eine Wunde in die Kehle .
"	OK OK OK OK OK OK OK BAD OK OK OK OK OK BAD BAD OK OK OK OK OK	Eine Kugel ging durch seine Schulter , trennte die Nerven und riss ihm einen Schuss in die Kehle . <EOS>	59.333333333333336	-1.1556250014216023	trennte, einen, Schuss
Ouidah, as described by Bruce Chatwin in The Viceroy of Ouidah.	Ouidah, wie von Bruce Chatwin in The Viceroy of Ouidah beschrieben.	"Ouidah , wie von Bruce Chatwin in Der Vizekönig von Ouidah beschrieben .
"	OK OK OK OK OK OK OK BAD BAD BAD OK OK OK OK	Ouidah , wie von Bruce Chatwin in The Viceroy of Ouidah beschrieben . <EOS>	87.66666666666667	-0.1881282156095254	The, Viceroy, of
After several relocations, in October, the Regiment moved into Fort Bliss, relieving the 8th Cavalry Regiment.	Nach mehreren Standortwechseln zog das Regiment im Oktober nach Fort Bliss, um das 8. Kavallerie-Regiment zu entlasten.	"Nach mehreren Standortwechseln zog das Regiment im Oktober nach Fort Bliss , um das 8. Kavallerie-Regiment zu entlasten .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Nach mehreren Standortwechseln zog das Regiment im Oktober nach Fort Bliss , um das 8. Kavallerie-Regiment zu entlasten . <EOS>	97.16666666666669	0.8518280519151532	
The margrave Adalbert of Austria, however, successfully resisted the depredations of Cuno and the raids of the king of Hungary.	Der Markgraf Adalbert von Österreich widersetzte sich jedoch erfolgreich den Raubzügen von Cuno und den Überfällen des ungarischen Königs.	"Der Markgraf Adalbert von Österreich widersetzte sich jedoch erfolgreich den Raubzügen von Cuno und den Überfällen des ungarischen Königs .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Der Markgraf Adalbert von Österreich widersetzte sich jedoch erfolgreich den Raubzügen von Cuno und den Überfällen des ungarischen Königs . <EOS>	94.0	0.3656605304796493	
Distraught and humiliated, Sharon attempts to flee but Phil persuades her that he loves her.	Verzweifelt und gedemütigt versucht Sharon zu fliehen, doch Phil überzeugt sie, dass er sie liebt.	"Verzweifelt und gedemütigt versucht Sharon zu fliehen , doch Phil überzeugt sie , dass er sie liebt .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Verzweifelt und gedemütigt versucht Sharon zu fliehen , doch Phil überzeugt sie , dass er sie liebt . <EOS>	88.66666666666667	0.5710653249852491	
He, along with the Remnants and Marauders, depart from the Alpha colony.	Er und die Überreste und Marodeure verlassen die Alpha-Kolonie.	"Er sowie die Überreste und Marodeure verlassen die Alpha-Kolonie .
"	OK BAD OK OK OK OK OK OK OK OK OK	Er und die Überreste und Marodeure verlassen die Alpha-Kolonie . <EOS>	89.33333333333333	0.3629693486896153	und
The French army greatly outnumbered the British and Prussians on the continent.	Die französische Armee übertraf die Briten und Preußen auf dem Kontinent erheblich.	"Die französische Armee übertraf die Briten und Preußen auf dem Kontinent erheblich .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Die französische Armee übertraf die Briten und Preußen auf dem Kontinent erheblich . <EOS>	72.66666666666667	-0.8759935489947956	
He despatched Khiêm to Washington as the ambassador with Thảo, his main confidant, as his press attaché.	Er schickte Khiêm nach Washington als Botschafter mit seinem Hauptvertrauten, dem Journalisten-Attaché, zusammen.	"Er schickte Khiêm , zusammen mit seinem Hauptvertrauten Thảo als Presse-Attaché , als Botschafter nach Washington .
"	OK OK OK BAD BAD BAD BAD OK OK OK BAD BAD BAD BAD BAD OK OK	Er schickte Khiêm nach Washington als Botschafter mit seinem Hauptvertrauten , dem Journalisten-Attaché , zusammen . <EOS>	85.66666666666667	0.1199951413780904	nach, Washington, als, Botschafter, ,, dem, Journalisten-Attaché, ,, zusammen
Five major commercial steamboats currently operate on the inland waterways of the United States.	Auf den Binnenwasserstraßen der Vereinigten Staaten sind derzeit fünf große kommerzielle Dampfschiffe im Einsatz.	"Auf den Binnenwasserstraßen der Vereinigten Staaten sind derzeit fünf große kommerzielle Dampfschiffe im Einsatz .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Auf den Binnenwasserstraßen der Vereinigten Staaten sind derzeit fünf große kommerzielle Dampfschiffe im Einsatz . <EOS>	97.33333333333331	0.3635588535600163	
Vegetables include yams, pumpkins, melons, and cucumbers.	Zu den Gemüse gehören Marmeladen, Kürbisse, Melonen und Gurken.	"Zu den Gemüse gehören Marmeladen , Kürbisse , Melonen und Gurken .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK	Zu den Gemüse gehören Marmeladen , Kürbisse , Melonen und Gurken . <EOS>	88.0	0.3506015164846328	
Between 1820 and 1900, 340,000 Dutch emigrated from the Netherlands to the United States of America.	Zwischen 1820 und 1900 emigrierten 340.000 Niederländer aus den Niederlanden in die Vereinigten Staaten von Amerika.	"Zwischen 1820 und 1900 emigrierten 340.000 Niederländer aus den Niederlanden in die Vereinigten Staaten von Amerika .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Zwischen 1820 und 1900 emigrierten 340.000 Niederländer aus den Niederlanden in die Vereinigten Staaten von Amerika . <EOS>	92.66666666666669	0.5004503121863659	
Charlie Brown's Funtime Frolics takes place in the Camp Snoopy Theatre.	Charlie Browns Funtime Frolics findet im Camp Snoopy Theatre statt.	"Charlie Browns Funtime Frolics findet im Camp Snoopy Theatre statt .
"	OK OK OK OK OK OK OK OK OK OK OK OK	Charlie Browns Funtime Frolics findet im Camp Snoopy Theatre statt . <EOS>	89.0	0.3611949773091805	
The remnants moved through Atlantic Canada, eventually dissipating on October 2.	Die Überreste bewegten sich durch den Atlantik Kanadas und zerstreuten sich schließlich am 2. Oktober.	"Die Überreste bewegten sich durch den Atlantik Kanadas und zerstreuten sich schließlich am 2. Oktober .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Die Überreste bewegten sich durch den Atlantik Kanadas und zerstreuten sich schließlich am 2. Oktober . <EOS>	97.16666666666669	0.6051964967927217	
The swales are the depressions between the ridges.	Die Schluchten sind die Vertiefungen zwischen den Graten.	"Die Senken sind die Vertiefungen zwischen den Graten .
"	OK BAD OK OK OK OK OK OK OK OK	Die Schluchten sind die Vertiefungen zwischen den Graten . <EOS>	91.66666666666669	0.399714665504381	Schluchten
The resulting immobile shark soon dies from suffocation or predators.	Der daraus resultierende unbewegliche Hai stirbt bald an Erstickung oder Raubtieren.	"Der daraus resultierende unbewegliche Hai stirbt bald an Erstickung oder wird von Raubtieren getötet .
"	OK OK OK OK OK OK OK OK OK OK BAD BAD OK	Der daraus resultierende unbewegliche Hai stirbt bald an Erstickung oder Raubtieren . <EOS>	100.0	0.5490141552904629	Raubtieren, .
Michael Jai White portrays Gambol, an African mafia boss in charge of illegal gambling and extortion for the mob.	Michael Jai White porträtiert Gambol, einen afrikanischen Mafia-Chef, der für illegales Glücksspiel und Erpressung für den Mob verantwortlich ist.	"Michael Jai White porträtiert Gambol , einen afrikanischen Mafia-Chef , der für illegales Glücksspiel und Erpressung für den Mob verantwortlich ist .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Michael Jai White porträtiert Gambol , einen afrikanischen Mafia-Chef , der für illegales Glücksspiel und Erpressung für den Mob verantwortlich ist . <EOS>	59.333333333333336	-1.197985004150616	
Rock Hacker, Stone Chopper, Cave Cutter, Underground Mining Station, Rubble Rescue Rover	Steinhacker, Steinhacker, Höhlenschneider, U-Bahnhof, Schutt Rover	"Rock Hacker , Stone Chopper , Cave Cutter , Underground Mining Station , Rubble Rescue Rover
"	BAD OK BAD OK BAD OK BAD OK BAD OK OK	Steinhacker , Steinhacker , Höhlenschneider , U-Bahnhof , Schutt Rover <EOS>	24.666666666666668	-4.792007911982094	Steinhacker, Steinhacker, Höhlenschneider, U-Bahnhof, Schutt
"In a flashback in ""Honor,"" Morgan witnesses the Saviors escape the Sanctuary and quickly flees."	"In einer Rückblende in ""Honor"", Morgan Zeugen der Retter Flucht aus dem Heiligtum und schnell flieht."	"In einer Rückblende in "" Honor "" sieht Morgan , wie die Saviours aus dem Heiligtum entkommen und flüchtet schnell .
"	OK OK OK OK OK OK OK BAD OK BAD BAD BAD BAD OK OK OK BAD BAD BAD OK OK	"In einer Rückblende in "" Honor "" , Morgan Zeugen der Retter Flucht aus dem Heiligtum und schnell flieht . <EOS>"	80.33333333333333	-0.1120873899760964	,, Zeugen, der, Retter, Flucht, und, schnell, flieht
Traditionally the method for squeezing the juice from the apples involves placing sweet straw or haircloths between the layers of pomace.	Traditionell ist die Methode, um den Saft aus den Äpfeln zu pressen, die Platzierung von süßem Stroh oder Haartücher zwischen den Schichten des Pomace.	"Traditionell ist die Methode , um den Saft aus den Äpfeln zu pressen , die Platzierung von süßem Stroh oder Sacktuch zwischen den Schichten des Tresters .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK BAD OK OK	Traditionell ist die Methode , um den Saft aus den Äpfeln zu pressen , die Platzierung von süßem Stroh oder Haartücher zwischen den Schichten des Pomace . <EOS>	73.5	-0.0429098968459829	Haartücher, Pomace
U.S. Navy cruisers, destroyers and Royal Navy submarines launched several Tomahawk cruise missiles.	US Navy Cruiser, Zerstörer und Royal Navy U-Boote starteten mehrere Tomahawk Cruise Raketen.	"U.S.-Navy-Kreuzer , Zerstörer und Royal-Navy-U-Boote starteten mehrere Tomahawk Cruise Raketen .
"	BAD BAD BAD OK OK OK BAD BAD BAD OK OK OK OK OK OK OK	US Navy Cruiser , Zerstörer und Royal Navy U-Boote starteten mehrere Tomahawk Cruise Raketen . <EOS>	92.66666666666669	0.2633014228979494	US, Navy, Cruiser, Royal, Navy, U-Boote
The Hussein dynasty of Beys, established in 1705, lasted until 1957.	Die Hussein Dynastie von Beys, gegründet 1705, dauerte bis 1957.	"Die 1705 gegründete Hussein-Dynastie von Beys dauerte bis 1957 .
"	OK BAD BAD OK OK BAD BAD BAD BAD OK OK OK OK OK	Die Hussein Dynastie von Beys , gegründet 1705 , dauerte bis 1957 . <EOS>	97.0	0.2688118753176729	Hussein, Dynastie, ,, gegründet, 1705, ,
Nicholas Atkin, 49, British historian, meningitis.	Nicholas Atkin, 49, britischer Historiker, Meningitis.	"Nicholas Atkin , 49 , britischer Historiker , Meningitis .
"	OK OK OK OK OK OK OK OK OK OK OK	Nicholas Atkin , 49 , britischer Historiker , Meningitis . <EOS>	87.33333333333333	0.308333954321727	
Matthews had eggs pelted at him during his innings.	Matthews ließ Eier auf ihn während seiner Innings gießen.	"Matthews wurde während seiner Innings mit Eiern beworfen .
"	OK BAD BAD BAD BAD OK OK OK BAD OK OK	Matthews ließ Eier auf ihn während seiner Innings gießen . <EOS>	100.0	0.4268693993911333	ließ, Eier, auf, ihn, gießen
Along with the other LCL hopefuls, Playford journeyed around the electorate advocating his platform.	Zusammen mit den anderen hoffnungsvollen LCL reiste Playford durch die Wählerschaft, die seine Plattform befürwortete.	"Zusammen mit den anderen hoffnungsvollen LCL reiste Playford durch die Wählerschaft , die seinen Standpunkt befürwortete .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK OK	Zusammen mit den anderen hoffnungsvollen LCL reiste Playford durch die Wählerschaft , die seine Plattform befürwortete . <EOS>	59.0	-2.5448949968555588	seine, Plattform
He then proceeded to resume armed struggle against the MPLA.	Dann fuhr er fort, den bewaffneten Kampf gegen die MPLA wieder aufzunehmen.	"Dann fuhr er fort , den bewaffneten Kampf gegen die MPLA wieder aufzunehmen .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Dann fuhr er fort , den bewaffneten Kampf gegen die MPLA wieder aufzunehmen . <EOS>	85.66666666666667	0.0048653326835282	
