src	mt	ref	tags	mt4word	score	z_score	error_words
අස්වැන්න අඩු කාලවල දී, ජීවිතය රැකගැනීම සඳහා බොහෝ සංමින් ජනයා සිය කැමැත්තෙන්ම වහලුන් බවට පත්වූහ.	At the lowest time of harvest, most sensitive populations of life were hundreds of willing slaves.	"During the low harvest seasons , many Samin people voluntarily became slaves to save their lives .
"	BAD OK BAD BAD BAD BAD OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	At the lowest time of harvest , most sensitive populations of life were hundreds of willing slaves . <EOS>	39.16666666666666	-0.4631209813257738	At, lowest, time, of, harvest, most, sensitive, populations, of, life, were, hundreds, of, willing, slaves
දේශපාලන උද්ඝෝෂණ හා සංවිධාන කටයුතු පිළිබඳ ව තමා සතු හැකියාව යෙදවිය හැකි සුදුසු ම ස්ථානය, අවසානයේ දී ඔහුට හමු වී තිබිණි.	Political strikes and organization work was the appropriate place where the possibility could be applied, and eventually he had met.	"He had finally found the best place to apply his skills in political protests and organizing .
"	BAD BAD BAD BAD BAD BAD OK BAD OK BAD BAD BAD BAD BAD BAD BAD OK BAD BAD BAD BAD OK OK	Political strikes and organization work was the appropriate place where the possibility could be applied , and eventually he had met . <EOS>	83.0	0.8652068905625443	Political, strikes, and, organization, work, was, appropriate, where, the, possibility, could, be, applied, ,, eventually, he, had, met
ශුද්ධ තරංඟ හා අධෝරක්ත රේඩියෝමාපක හෙලිකළ අන්දමට සිකුරුගේ වළාකුළු මුදුන් සිසිල් වුවත් අවම වශයෙන් 4250C වත් උෂ්ණත්වයක් මතුපිට පවතියි.	Holy race and infrastructure radiomatic molecular blindness although Friday's cloud peak cools at least 4250C on the surface of a temperature.	"Pure waves and infrared radiometers reveal that Venus ' cloud peaks are cool , but still have a surface temperature of at least 4250C .
"	BAD BAD OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK BAD BAD BAD OK OK	Holy race and infrastructure radiomatic molecular blindness although Friday 's cloud peak cools at least 4250C on the surface of a temperature . <EOS>	75.0	0.6096268097474512	Holy, race, infrastructure, radiomatic, molecular, blindness, although, Friday, 's, cloud, peak, cools, at, least, 4250C, on, the, of, a, temperature
මේවා ආහාර පිසීමේ සහ ගබඩා කිරීමේ කටයුතු සඳහා භාවිතා වන්නට ඇත.	These are to be used for feeding and storage work.	"These may have been used for cooking and storage .
"	OK BAD BAD BAD OK OK BAD OK OK BAD OK OK	These are to be used for feeding and storage work . <EOS>	88.0	1.2537373189815857	are, to, be, feeding, work
මෙය සිදුවී ඇත්තේ එම කෘතින් සංස්කෘතික භාෂාවල පරිවර්ථනය කිරීමෙන්ය.	This has occurred by translating those articles into cultural languages.	"This has been done by translating those works into cultural languages .
"	OK OK BAD OK OK OK BAD OK OK OK OK OK	This has occurred by translating those articles into cultural languages . <EOS>	74.33333333333333	0.6434867607648743	occurred, articles
පුද්ගලයකු යම් දෙයක් කිරීමට හෝ නොකිරීමට බැඳීමක් ඇති වු විට එය අනිවාර්යයෙන්ම යුතුකමක් හා සමඟ සම්බන්ධ වේ.	When a person has an obligation to do or not do something, it is definitely connected with a duty and a duty.	"When a person has an obligation to do or not to do something , it is inevitably associated with a duty .
"	OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK BAD BAD OK BAD BAD BAD OK OK OK OK	When a person has an obligation to do or not do something , it is definitely connected with a duty and a duty . <EOS>	64.0	0.3166302824469861	do, definitely, connected, a, duty, and
පෘතුවියේදී සංවහනයන් ඇතිවන්නේ හරයේ පිටත ද්විස්ථරයේය.	In Earth, synthesis occurs in the outer double of the core.	"On Earth , convection occurs in the outer two layers of the core .
"	BAD OK OK BAD OK OK OK OK BAD OK OK OK OK OK	In Earth , synthesis occurs in the outer double of the core . <EOS>	34.666666666666664	-0.6010415736894691	In, synthesis, double
3වන සියවසේ අශෝක අධිරාජයාගේ ආඥාවන්හි චෝළයන් දකුණෙහි පැවති අසල්වැසි රටක් ලෙස සඳහන් කොට ඇත.	The charts of the orders of the 3rd century Emperor Ashoka are mentioned as a neighbourhood in the south.	"The Cholas are mentioned in the 3rd century AD by the orders of Emperor Ashoka as a neighboring country in the south .
"	OK BAD BAD BAD BAD BAD OK OK OK BAD BAD BAD BAD OK OK BAD OK OK OK OK OK	The charts of the orders of the 3rd century Emperor Ashoka are mentioned as a neighbourhood in the south . <EOS>	23.666666666666668	-1.1550786092160594	charts, of, the, orders, of, Emperor, Ashoka, are, mentioned, neighbourhood
ඒ සෝවියට් හමුදා කියුබාවට ඇතුල් වෙන්නට උත්සාහ කළ අවස්ථාවේ දී ය.	It was at the time that Soviet troops tried to enter Cuba.	"It was when Soviet troops tried to enter Cuba .
"	OK OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK	It was at the time that Soviet troops tried to enter Cuba . <EOS>	90.33333333333331	1.2937885666576463	at, the, time, that
පාවහන් රහිතව, වැරහැලි ඇදගත් යාචකයකු විලාශයෙන් 1687 මාර්තු මස අගදී ඉන්දියාවෙ තූත්තූකුඩියට ජුසේ වාස් පියතුමා පැමිණියේ ලංකාව බලා පැමිණීමේ අරමුණ ඇතිවය.	Floatless, a mistaken vessel styled in late March 1687 for the throne of India, Father Jussey Vasquez arrived at the bank with the purpose of visiting.	"Father Jussey Vasquez arrived in Tuticorin , India at the end of March 1687 in the guise of a barefoot beggar with the intention of returning to Ceylon .
"	BAD BAD BAD BAD BAD BAD OK BAD BAD BAD BAD OK BAD OK BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK BAD OK BAD OK OK	Floatless , a mistaken vessel styled in late March 1687 for the throne of India , Father Jussey Vasquez arrived at the bank with the purpose of visiting . <EOS>	9.166666666666666	-1.440282134344114	Floatless, ,, a, mistaken, vessel, styled, late, March, 1687, for, throne, India, ,, Father, Jussey, Vasquez, arrived, at, the, bank, purpose, visiting
චෝළ නාවික හමුදාව පුරාතන ඉන්දියාවේ නාවික බලයේ උච්චස්ථානය සනිටුහන් කරයි.	The Chola Navy marks the occupation of naval power in ancient India.	"The Chola Navy marks the pinnacle of naval power in ancient India
"	OK OK OK OK OK BAD OK OK OK OK OK OK BAD OK	The Chola Navy marks the occupation of naval power in ancient India . <EOS>	40.66666666666666	-0.2717300782893631	occupation, .
ඉරාකයේ පවතින ගැටුම්කාරි වාතාවරණය නිසාවෙන් විශාල ලෙස දේපල විනාශයන් හා පරිසර විනාශයන්ද දක්නට ලැබේ.	The impact venture in Iraq is obviously largely due to property disasters and environmental disasters.	"The conflict in Iraq has led to massive property and environmental damage .
"	OK BAD BAD OK OK BAD BAD BAD BAD OK BAD BAD OK OK BAD OK OK	The impact venture in Iraq is obviously largely due to property disasters and environmental disasters . <EOS>	66.16666666666667	0.3808680414975844	impact, venture, is, obviously, largely, due, property, disasters, disasters
බොහෝවිට මෙම දේවස්ථානය සායිස් අසල පිහිටා තිබෙන්නට ඇත.	Probably this church is located near Sais.	"Most likely this church was located near Sais .
"	BAD OK OK BAD OK OK OK OK OK	Probably this church is located near Sais . <EOS>	52.0	0.2057083294619303	Probably, is
සෑම එන්ජිමක්ම තල බමනයන් කැරකවූ දික් දණඩකට සම්බන්ධවී තිබුණි.	Each engine was connected to a pointed knee that rotated blade bumps.	"Each engine was connected to a shaft that rotated the blades .
"	OK OK OK OK OK OK BAD BAD OK OK BAD BAD OK OK	Each engine was connected to a pointed knee that rotated blade bumps . <EOS>	44.66666666666666	-0.3194285572410991	pointed, knee, blade, bumps
ඩබ්.එච්.ඇබෝර්ට් සහ හෙන්රි හාලේ නැමැති දෙදෙනකු විසින් මෙම සමාගම ආරම්භ කරන ලදී.	Dubbed H. Abort and two named Henry Halay, the company began.	"The company was started by WH Abbott and Henry Halley .
"	BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	Dubbed H. Abort and two named Henry Halay , the company began . <EOS>	20.666666666666668	-0.8409289443734734	Dubbed, H., Abort, and, two, named, Henry, Halay, ,, the, company, began
උදාහරණ ලෙස දක්වතොත් දේවාලවල රාජකාරී කිරීම, ආවතේවකම් කිරීම දැක්විය හැකිය.	For example, duty of temples, stewardship can be viewed.	"For example , performing duties in temples and performing rituals .
"	OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD OK OK	For example , duty of temples , stewardship can be viewed . <EOS>	65.33333333333333	0.402709449569255	duty, of, temples, ,, stewardship, can, be, viewed
පැසිස්ට්වාදය මතුවන්නේ මෙබඳු දේශපාලන අර්බුදයක් පවතින අවස්ථාවකය.	Fascism emerged at the time of the sobriquet political crisis.	"Fascism emerges at a time of such political crisis .
"	OK BAD OK BAD OK OK BAD BAD OK OK OK OK	Fascism emerged at the time of the sobriquet political crisis . <EOS>	59.0	0.1924371788827753	emerged, the, the, sobriquet
ලිංගිකත්වය හා වෙනත් බොහෝ කරුණු සම්බන්ධයෙන් නිසි ආචාර ධර්ම වලට යුදෙව්වන් අතර ආරවුලක් විෂයයන් ය.	Sex and many other circumstances involving proper ethics are subjects of anarchy among Jews.	"Proper ethics regarding sexuality and many other issues are the subject of dispute among the Jews .
"	BAD OK OK OK BAD BAD BAD BAD BAD BAD OK BAD OK BAD OK OK	Sex and many other circumstances involving proper ethics are subjects of anarchy among Jews . <EOS>	40.0	-0.4980383629948521	Sex, circumstances, involving, proper, ethics, are, subjects, anarchy, Jews
මිලදී ගන්නන්ට සුදුසු ආවරණ හා ඔප්පු සීමා ගැන ඔප්පු ලබාදෙයි.	Buyers will prove suitable coverage and proven boundaries.	"Provides buyers with appropriate covers and deed limits .
"	BAD BAD BAD BAD BAD OK BAD BAD OK OK	Buyers will prove suitable coverage and proven boundaries . <EOS>	48.333333333333336	-0.1887303719402029	Buyers, will, prove, suitable, coverage, proven, boundaries
කෙසේ වෙතත්, අප මතක තබාගත යුතුයි dropsy එකකට වඩා වැඩි හේතුව පවතින බව, ඒ නිසා සමහර අවස්ථාවල දී රෝගය වසංගතයක් නියෝජිතයා විය හැකි ය.	However, we must remember that more than one dropsy exists, so in some cases the disease can be an epidemic agent.	"However , we must remember that there is more than one cause of dropsy , so in some cases the disease can be an epidemic agent .
"	OK OK OK OK OK OK BAD OK OK BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK	However , we must remember that more than one dropsy exists , so in some cases the disease can be an epidemic agent . <EOS>	69.5	0.7175011955767382	more, dropsy, exists
බුදු පසේබුදු මහරහතන් වහන්සේලාට පවා මරණයට යටත් වීමට සිදු විය.	Buddhism had to surrender to death even to the mahmuds.	"Even the great Arahants had to succumb to death .
"	BAD BAD BAD BAD BAD BAD BAD OK BAD BAD OK OK	Buddhism had to surrender to death even to the mahmuds . <EOS>	11.0	-1.62178393828032	Buddhism, had, to, surrender, to, death, even, the, mahmuds
මම නුඹ කෙරෙහි උපන් කරුණාවෙන්ම මෙහි පැමිණි සම්මා සම්බුදු වන්නෙමි.	I'm involved with the birth grace of you.	"I am the Samma Sambuddha who came here out of grace for you .
"	OK BAD BAD BAD BAD BAD OK BAD OK OK OK	I 'm involved with the birth grace of you . <EOS>	49.66666666666666	0.0075985457743366	'm, involved, with, the, birth, of
සිකුරු නිරීක්ෂණය කිරීමේ දී බොහෝ කලක සිට ඇති පැනයක් වී ඇත්තේ ඇෂන් එළියයි.	The Friday observation has long been a panel of Ashanti light.	"Asion light has long been a question in observing Venus .
"	BAD BAD BAD OK OK OK OK BAD BAD BAD BAD OK OK	The Friday observation has long been a panel of Ashanti light . <EOS>	64.0	0.4290963017891795	The, Friday, observation, panel, of, Ashanti, light
එමෙන්ම විවිධ රසයන්ගෙන් සහ විවිධ වර්ගයන්ගෙන් යුක්තව දිනෙන් දින වර්ධනය වන කාර්ගීල්ස් වෙළඳ පොල කොටසින් ද පෙන් වන්නේ සිය ආයතනය ලාභදායිව ගමන් කරන බවයි.	Also from various flavors and various types of cargills growing during the day, the cargills trademark section shows that hundreds of firms travel profitably.	"Cargills ' growing market share with different flavors and varieties also shows that its company is moving profitably .
"	BAD BAD BAD BAD BAD BAD BAD BAD BAD OK BAD BAD BAD BAD BAD BAD BAD BAD OK OK BAD BAD BAD BAD OK OK OK	Also from various flavors and various types of cargills growing during the day , the cargills trademark section shows that hundreds of firms travel profitably . <EOS>	33.0	-0.6621787304628222	Also, from, various, flavors, and, various, types, of, cargills, during, the, day, ,, the, cargills, trademark, section, hundreds, of, firms, travel
එබැවින් සමහර අවස්ථාවන්හි දී ජනයා බුදුරජාණන් වහන්සේ යැයි වරදවා වටහාගෙන උන්වහන්සේට දන් පිළිගැන්වූ අවස්ථා තිබුණි.	So in some cases, the population was misunderstood and informed of the events.	"Therefore , there were occasions when people mistook him as the Supreme Buddha and offered him alms .
"	BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	So in some cases , the population was misunderstood and informed of the events . <EOS>	30.0	-0.7770052621880668	So, in, some, cases, ,, the, population, was, misunderstood, and, informed, of, the, events
මිල පරවත තිපත්තියේ වෙනසක් නොමැතිව භාණ්ඩ පර්ේ බේදනයට බලපෑමක් නොවේ.	The price is not affected by the cargo pear trap without a difference in the price.	"Without a change in price policy , the distribution of goods will not be affected .
"	BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	The price is not affected by the cargo pear trap without a difference in the price . <EOS>	92.0	1.35392417368495	The, price, is, not, affected, by, the, cargo, pear, trap, without, a, difference, in, the, price
ඉන් එකක් හට්ෂෙප්සුට්ගේ කිරි මව ලෙස හඳුනාගැනුණු අතර, අනෙක හඳුනාගත නොහැකි විය.	One of them was identified as hutshepsut's milk mother, and was unable to identify other.	"One of them was identified as Hatshepsut 's foster mother , and the other could not be identified .
"	OK OK OK OK OK OK BAD OK BAD OK OK OK BAD BAD BAD BAD BAD OK OK	One of them was identified as hutshepsut 's milk mother , and was unable to identify other . <EOS>	57.333333333333336	0.3151935756492235	hutshepsut, milk, was, unable, to, identify, other
සලාද ශාකය පැතිරුනු හැඩයකින් සහ වයනයන් ගෙන් යුක්තය.	The salad plant consists of a spreading shape and violets.	"Lettuce has a wide range of shapes and textures .
"	BAD BAD BAD BAD BAD BAD BAD BAD OK BAD OK OK	The salad plant consists of a spreading shape and violets . <EOS>	57.0	0.1558174997610765	The, salad, plant, consists, of, a, spreading, shape, violets
සිය හමුදා විනාශ වීමෙන් පසු ගොගුර්යෝහි දොංචොන් රජු මඳ කාලයකට නැගෙනහිරින් වූ ඔක්ජෝ වෙත පලාගිය බැව් පැවසේ.	After the hundred military destruction of goguryeo, the twelve kingdoms of goguryeo fled to okjo for a while.	"King Dongchong of Goguryeo is said to have fled to Okjo , east of the country , for a short while after the destruction of his army .
"	BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK BAD BAD OK	After the hundred military destruction of goguryeo , the twelve kingdoms of goguryeo fled to okjo for a while . <EOS>	15.666666666666666	-0.8162536023013546	After, the, hundred, military, destruction, of, goguryeo, ,, the, twelve, kingdoms, of, goguryeo, fled, to, okjo, while, .
ජිහාද් යන්නෙහි දෙවැනි අර්ථය කුමක්ද යත්, විස්තීර්ණ, විසිරුණු තම ජන සමාජයේ ගෞරවය හා සාර ධර්ම සුරැකීම ඇපකැප වී වෙහෙසීම වේ.	What is the second meaning of jihad goes, whispering, scattered with respect to their people's society and saving sar dharma is bailout.	"What is the second meaning of jihad is the commitment and effort to preserve the dignity and values ​ ​ of the community as a whole .
"	OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	What is the second meaning of jihad goes , whispering , scattered with respect to their people 's society and saving sar dharma is bailout . <EOS>	22.33333333333333	-0.8535671093047973	goes, ,, whispering, ,, scattered, with, respect, to, their, people, 's, society, and, saving, sar, dharma, is, bailout
යුදෙව්වන් විසින් ethnoreligious කණ්ඩායමක් 22 සහ උපන් යුදෙව් හා යුදෙව් ආගම වැලඳගෙන ඇති අය ඇතුළත් වේ.	A group of ethnoreligious groups by Jews including those who have embraced 22 and birth Jewish and Jewish religion.	"The Jews include an ethnoreligious group of 22 and those who were born Jewish and converted to Judaism .
"	BAD BAD BAD OK BAD BAD BAD BAD OK OK BAD BAD BAD OK BAD BAD BAD BAD BAD OK OK	A group of ethnoreligious groups by Jews including those who have embraced 22 and birth Jewish and Jewish religion . <EOS>	65.66666666666667	0.5193463894419676	A, group, of, groups, by, Jews, including, have, embraced, 22, birth, Jewish, and, Jewish, religion
ගොගුර්යෝ, බුයෝ, නැගෙනහිර ඔක්ජෝ සහ ගෝජොසොන් රාජධානිවල භාෂා සමාන වූ බැව් චීන වාර්තා ද පවසයි.	Bav Chinese records of goguryeo, Buyo, Eastern Okjo and the languages of the geographical kingdoms are also recorded.	"Chinese records also state that the languages ​ ​ of the Goguryeo , Buyo , Eastern Okjo , and Gojoseon kingdoms were similar
"	BAD OK OK BAD BAD OK OK OK OK OK BAD BAD BAD BAD BAD BAD OK BAD BAD BAD BAD OK	Bav Chinese records of goguryeo , Buyo , Eastern Okjo and the languages of the geographical kingdoms are also recorded . <EOS>	37.333333333333336	-0.3904739070921686	Bav, of, goguryeo, and, the, languages, of, the, geographical, are, also, recorded, .
1906 දී ඇතැන්ස් හි පැවති අතරමැදි ඔලිම්පික් උළෙලේදී නැවත එය පරිවර්තනයකට ලක් ව පැවැත්වූවේ ය.	In 1906, in the midst of the Athens Olympics, it was revived into a translation.	"In 1906 , at the Interim Olympics in Athens , it was again transformed .
"	OK OK OK BAD OK BAD BAD BAD OK BAD OK OK OK BAD BAD BAD BAD OK OK	In 1906 , in the midst of the Athens Olympics , it was revived into a translation . <EOS>	30.0	-0.6532290792073895	in, midst, of, the, Olympics, revived, into, a, translation
මෙම මාදිලියේ නිදහස් ලෙස / ලිහිල්ව මිටි බඳින ලද පලා බොහෝ විට දක්නට ලැබේ.	In this mode as free / loosely hammered fleets are often referred to.	"In this mode as free / loosely hammered fleets are often referred to .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	In this mode as free / loosely hammered fleets are often referred to . <EOS>	32.666666666666664	-0.6654905454375611	
ගොගුර්යෝවේ පවුරු බැඳි පුරවර, බලකොටු, මාලිගා, සොහොන්ගැබ් සහ කලා නිර්මාණවල නටබුන් උතුරු කොරියාව සහ මැංචූරියාවෙන් හමුවේ.	The family of goguryeo is bounded by the fortresses, palaces, tombs and art deco dances of North Korea and matsuriya.	"Goguryeo 's walled cities , forts , palaces , tombs and artifacts are found in North Korea and Manchuria .
"	BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK OK OK OK BAD BAD BAD BAD OK OK OK BAD OK OK	The family of goguryeo is bounded by the fortresses , palaces , tombs and art deco dances of North Korea and matsuriya . <EOS>	20.83333333333333	-0.937219418801324	The, family, of, goguryeo, is, bounded, by, the, fortresses, art, deco, dances, of, matsuriya
මාර්තා සමඟ විවාහයෙන් පසු ලැබෙන මුදල් ආයෝජනයෙන් වගා කටයුතු මනාව කරගෙන යන ජෝර්ජ් සියළු වියදම් හා ලාභයන් සටහන් කර තබයි.	George notes all expenses and profits from the investment of money from the marriage with Martha.	"George keeps track of all the expenses and profits as he cultivates the money he invests after his marriage to Martha .
"	OK BAD OK BAD OK OK BAD OK BAD BAD BAD BAD BAD OK BAD OK OK OK	George notes all expenses and profits from the investment of money from the marriage with Martha . <EOS>	70.66666666666667	0.556292970363673	notes, expenses, from, investment, of, money, from, the, with
