src	mt	ref	tags	mt4word	score	z_score	error_words
Erau lansate salve de câte nouă sau mai multe rachete de pe rampe aflate la o distanță de 18 m una de alta.	Wars of nine or more rockets were fired from the branches, 18 m apart.	"Shots were fired from nine or more rockets on the ramps at a distance of 18 m from each other .
"	BAD BAD OK OK OK OK BAD BAD BAD BAD BAD BAD OK OK BAD OK OK	Wars of nine or more rockets were fired from the branches , 18 m apart . <EOS>	39.0	-1.0565122912163911	Wars, of, were, fired, from, the, branches, ,, apart
Eșecul răscoalei a dus la consolidarea puterii clasei minoritare dominante a germanilor baltici.	The failure of the uprising led to strengthening the power of the dominant minority class of the Baltic Germans.	"The failure of the uprising led to the consolidation of the power of the dominant minority class of the Baltic Germans .
"	OK OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK	The failure of the uprising led to strengthening the power of the dominant minority class of the Baltic Germans . <EOS>	96.66666666666669	0.941047759744832	strengthening
În Țările Române, sarea era extrasă de sclavi țigani, pe când în Transilvania erau mineri specializați.	In the Romanian countries, the salt was extracted by slaves zigani, whereas in Transylvania there were specialised miners.	"In the Romanian Lands , the salt was extracted by Gypsy slaves , while in Transylvania there were specialized miners .
"	OK OK OK BAD OK OK OK OK OK OK BAD BAD OK BAD OK OK OK OK BAD OK OK OK	In the Romanian countries , the salt was extracted by slaves zigani , whereas in Transylvania there were specialised miners . <EOS>	49.333333333333336	-0.548759603882731	countries, slaves, zigani, whereas, specialised
Comparativ cu politicile anilor 1970, a ușilor închise, liberalizarea Chinei a dus la un climat administrativ mai puțin restrictiv decât înainte.	Compared to the policies of the 1970s, closed doors, the liberalisation of China led to an administrative climate that was less restrictive than before.	"Compared to its closed-door policies until the mid-1970s , the liberalization of China has resulted in the administrative climate being less restrictive than before .
"	OK OK BAD OK BAD OK BAD BAD BAD BAD OK OK BAD OK OK BAD BAD BAD OK OK BAD BAD OK OK OK OK OK OK	Compared to the policies of the 1970s , closed doors , the liberalisation of China led to an administrative climate that was less restrictive than before . <EOS>	83.66666666666667	0.5150851871634231	the, of, 1970s, ,, closed, doors, liberalisation, led, to, an, that, was
Comanda generală a fost încredințată feldmareșalului August von Mackensen.	The general control has been entrusted to the feldmahoc August von Mackensen.	"Field Command was entrusted to Field Marshal August von Mackensen .
"	BAD BAD BAD BAD BAD OK OK BAD BAD OK OK OK OK OK	The general control has been entrusted to the feldmahoc August von Mackensen . <EOS>	90.0	0.7564074079504426	The, general, control, has, been, the, feldmahoc
Ele permiteau deplasările ușor practicabile pentru epocă, ale trupelor sau negustorilor și curierilor.	They allowed movement easily practicable for the age, troops or merchants, and courier services.	"They allowed easily passable movements for the time , of troops or merchants and couriers .
"	OK OK BAD BAD BAD OK OK BAD OK BAD OK OK BAD OK BAD BAD OK OK	They allowed movement easily practicable for the age , troops or merchants , and courier services . <EOS>	56.0	-0.3426753710219858	movement, easily, practicable, age, troops, ,, courier, services
Trecerea de la epoca romanǎ la cea bizantinǎ a fost linǎ, continuitatea fiind vizibilǎ.	The transition from the era of Roma to that of bizantinbrus is being seen as being visible.	"The transition from the Roman to the Byzantine era was smooth , the continuity being visible .
"	OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK OK OK	The transition from the era of Roma to that of bizantinbrus is being seen as being visible . <EOS>	35.333333333333336	-1.1711532955231758	era, of, Roma, to, that, of, bizantinbrus, is, being, seen, as
În delirul chinuitor al conștiinței, tânărul ucigaș are și o serie de vise cu bogată încărcătură simbolică și profetică.	In the crushing deliberate of conscience, the young killer also has a series of dreams with a high symbolic and professional load.	"In the torturous delirium of conscience , the young killer also has a series of dreams with a rich symbolic and prophetic charge .
"	OK OK BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK BAD BAD OK OK	In the crushing deliberate of conscience , the young killer also has a series of dreams with a high symbolic and professional load . <EOS>	53.333333333333336	-0.5474477655155826	crushing, deliberate, high, professional, load
Colonizarea Banatului face din Timișoara un adevărat centru multicultural și multiconfesional.	Colonel The bank makes Timisoara a true multicultural and multi-confessional centre.	"The colonization of Banat makes Timișoara a true multicultural and multi-denominational center .
"	BAD BAD BAD OK BAD OK OK OK OK BAD BAD OK OK	Colonel The bank makes Timisoara a true multicultural and multi-confessional centre . <EOS>	29.0	-1.3888009556195122	Colonel, The, bank, Timisoara, multi-confessional, centre
Din acest motiv, conform acestui istoric, departe de „simplismele” liberale sau marxiste,	This is why, according to this history, far from simple liberal or marxist greenhouses,	"For this reason , according to this historian , far from liberal or Marxist "" simplisms "" ,
"	BAD BAD BAD OK OK OK OK BAD OK OK OK BAD OK OK BAD BAD OK OK	This is why , according to this history , far from simple liberal or marxist greenhouses , <EOS>	67.66666666666667	-0.1516316500316246	This, is, why, history, simple, marxist, greenhouses
Costul mediu pe oră al unui angajat în sectorul privat era în 2004 de 25,1 euro.	The average cost per hour of an employee in the private sector in 2004 was EUR 25,1.	"The average hourly cost of a private sector employee in 2004 was 25.1 euros .
"	OK OK BAD BAD BAD OK BAD BAD BAD BAD OK OK BAD OK OK BAD BAD OK OK	The average cost per hour of an employee in the private sector in 2004 was EUR 25,1 . <EOS>	90.33333333333331	0.7956266414746471	cost, per, hour, an, employee, in, the, in, EUR, 25,1
În spațiul european, roata începe să fie folosită prin 4.000 î.Hr.	In the European area, the wheel starts to be used on 4.000 tr. Hr.	"In the European area , the wheel starts to be used on 4.000 BC .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD OK OK	In the European area , the wheel starts to be used on 4.000 tr . Hr . <EOS>	80.33333333333333	0.4415014004293469	tr, ., Hr
Ciudate la făptură, ele atrag ochiul de departe; țăranul își descoperă fruntea înaintea lor, șoptind o rugăciune pentru morți.	Cidered in the flood, they draw the eye by far; the shoreline discovers its head before them, ringing a death prayer.	"Strange in nature , they catch the eye from afar ; the peasant uncovers his forehead before them , whispering a prayer for the dead .
"	BAD OK BAD BAD OK OK BAD OK OK BAD BAD OK OK BAD BAD BAD BAD OK OK OK BAD OK BAD BAD OK OK	Cidered in the flood , they draw the eye by far ; the shoreline discovers its head before them , ringing a death prayer . <EOS>	37.0	-1.10078575068671	Cidered, the, flood, draw, by, far, shoreline, discovers, its, head, ringing, death, prayer
În timpul dinastiei macedonene, nu mai era recunoscut pe tron decât cel care organiza ceremonia de încoronare ce se desfășura la Biserica Sf.	During the Macedonian dinasy, only the one organising the caning ceremony taking place in the Church of Sf was recognised on the tron.	"During the Macedonian dynasty , only the one who organized the coronation ceremony that took place at the Church of St .
"	OK OK OK BAD OK OK OK OK BAD OK BAD OK BAD OK BAD OK OK OK BAD BAD BAD BAD BAD BAD OK OK	During the Macedonian dinasy , only the one organising the caning ceremony taking place in the Church of Sf was recognised on the tron . <EOS>	45.66666666666666	-0.7793230555430203	dinasy, organising, caning, taking, in, Sf, was, recognised, on, the, tron
Totalul operatorilor economici activi din Galați reprezintă 2.1% din totalul operatorilor economici activi din întreaga țară.	The total active economic operators in Galates account for 2.1% of all active economic operators across the country.	"The total number of active economic operators in Galati represents 2.1 % of the total number of active economic operators in the entire country .
"	OK OK BAD OK OK OK BAD BAD BAD OK OK OK BAD OK OK OK BAD OK BAD OK OK	The total active economic operators in Galates account for 2.1 % of all active economic operators across the country . <EOS>	49.66666666666666	-0.4797793363842735	active, Galates, account, for, all, across, country
Când există două nunți în sat în aceeași zi, se va avea grijă să nu se întâlnească cele două mirese, deoarece se strică căsniciile.	When there are two births in the village on the same day, care will be taken not to meet the two mires, because they crush their homes.	"When there are two weddings in the village on the same day , care will be taken for the two brides not to meet , because the marriages would be broken .
"	OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD OK OK BAD BAD BAD BAD OK OK	When there are two births in the village on the same day , care will be taken not to meet the two mires , because they crush their homes . <EOS>	33.333333333333336	-1.3261205169807235	births, not, to, meet, the, two, mires, they, crush, their, homes
În această perioadă, comercianții cu amănuntul au conceput și elaborat practicile moderne de marketing din domeniu.	During this period, retailers designed and developed modern marketing practices in this area.	"During this period , retailers designed and developed modern marketing practices in the field .
"	OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK	During this period , retailers designed and developed modern marketing practices in this area . <EOS>	92.33333333333331	0.6903612063494075	this, area
automat ideea că moșii și strămoșii lor au fost cu toții bogați și că au trăit fericiți în	automatically the idea that their mothers and ancestors were all rich and lived happily in	"automatically the idea that their ancestors were all rich and that they lived happily in
"	OK OK OK OK OK BAD BAD OK OK OK OK OK BAD OK OK OK	automatically the idea that their mothers and ancestors were all rich and lived happily in <EOS>	58.0	-0.2682553158846971	mothers, and, lived
Este răspândit sistemul de înjugare a animalelor cu tracțiune pe piept ce înlocuia tracțiunea de gât.	The breast traction system which replaces throat tract is widespread.	"The chest traction system is being used to replace the traction of the neck .
"	OK BAD OK OK BAD BAD BAD BAD BAD BAD OK OK	The breast traction system which replaces throat tract is widespread . <EOS>	47.0	-0.7671838261936855	breast, which, replaces, throat, tract, is, widespread
"Paul Thomspon a fost editor al revistei ""Oral History""."	"Paul Thomspon was editor of the ""Oral History"" magazine."	"Paul Thomspon was the editor of Oral History magazine .
"	OK OK OK BAD OK BAD BAD OK OK BAD OK OK OK	"Paul Thomspon was editor of the "" Oral History "" magazine . <EOS>"	92.66666666666669	0.9317212634857134	"editor, the, "", """
Descoperirile arheologice privind existența comerțului, care, la acea vreme, implica probabil doar trocul, datează de peste 10000 de ani.	The archaeological discoveries regarding the existence of trade, which at the time probably only involved the trot, are over 10000 years old.	"Archaeological discoveries about the existence of trade , which at that time probably involved only barter , date back more than 10,000 years .
"	BAD BAD OK BAD OK OK OK OK OK OK OK BAD OK OK BAD OK BAD BAD OK BAD BAD BAD BAD BAD OK OK	The archaeological discoveries regarding the existence of trade , which at the time probably only involved the trot , are over 10000 years old . <EOS>	69.0	0.1729199555976992	The, archaeological, regarding, the, only, the, trot, are, over, 10000, years, old
Dinastia Flaviana a fost una de scurtă durata, dar a ajutat la restabilirea stabilității imperiului.	Flaviana Dinastia was a short time but helped restore empire stability.	"The Flavian dynasty was short-lived , but it helped restore the empire 's stability .
"	BAD BAD OK BAD BAD BAD BAD OK OK BAD BAD OK OK	Flaviana Dinastia was a short time but helped restore empire stability . <EOS>	63.0	-0.2834046180732901	Flaviana, Dinastia, a, short, time, but, empire, stability
Un factor statut era favorizat și de faptul că cele două	One status factor was also favoured by the fact that the two were favourable	"A status factor was also favored by the fact that the two
"	BAD OK OK OK OK BAD OK OK OK OK OK OK BAD BAD OK	One status factor was also favoured by the fact that the two were favourable <EOS>	64.66666666666667	-0.2996008500625279	One, favoured, were, favourable
Prin intermediul canalului Bega Timișoara era legată, prin Tisa și Dunăre, la sistemul fluvial al Europei Centrale.	Through Bega Timişoara's channel it was linked, through Tisza and Danube, to the River System of Central Europe.	"Through the Bega canal , Timișoara was connected , through the Tisza and the Danube , to the river system of Central Europe .
"	OK BAD BAD BAD BAD BAD OK BAD OK OK BAD OK BAD OK OK OK BAD BAD OK OK OK OK OK	Through Bega Timişoara 's channel it was linked , through Tisza and Danube , to the River System of Central Europe . <EOS>	54.333333333333336	-0.3741061548864107	Bega, Timişoara, 's, channel, it, linked, Tisza, Danube, River, System
experiențe și trăiri proprii ce se doresc împărtășite exemplar.	own experiences and living to be shared exemplary.	"own experiences and feelings to be shared exemplary .
"	OK OK OK BAD OK OK OK OK OK OK	own experiences and living to be shared exemplary . <EOS>	48.333333333333336	-0.7599124334010261	living
Opt evrei străini au fost deportați spre sfârșitul lui 1942, dar acesta a fost singurul caz.	Eight foreign Jews were deported towards the end of 1942, but that was the only case.	"Eight foreign Jews were deported in late 1942 , but this was the only case .
"	OK OK OK OK OK BAD BAD BAD BAD OK OK OK BAD OK OK OK OK OK OK	Eight foreign Jews were deported towards the end of 1942 , but that was the only case . <EOS>	93.33333333333331	0.7805525551461795	towards, the, end, of, that
thumbright150px[[Kurt Waldheim, președinte al Austriei între 1986 și 1992	thumbright150px ((Kurt Waldheim, President of Austria from 1986 to 1992)	"thumbright150px [ [ Kurt Waldheim , President of Austria between 1986 and 1992
"	OK BAD BAD OK OK OK OK OK OK BAD OK BAD OK BAD OK	thumbright150px ( ( Kurt Waldheim , President of Austria from 1986 to 1992 ) <EOS>	94.66666666666669	1.0877681116443534	(, (, from, to, )
În 1784, a plecat din regiunea Waxhaws către , unde a cu avocatul Spruce Macay.	In 1784, he departed from the Waxhaws region to where he gave Spruce Macay's lawyer.	"In 1784 , he left the Waxhaws region for , where he and his lawyer Spruce Macay .
"	OK OK OK OK BAD BAD OK OK OK BAD OK OK BAD BAD BAD BAD BAD OK OK	In 1784 , he departed from the Waxhaws region to where he gave Spruce Macay 's lawyer . <EOS>	54.0	-0.5262506291404179	departed, from, to, gave, Spruce, Macay, 's, lawyer
Treptat, au fost inventate motoare mai puternice și mai eficiente.	Gradually, stronger and more efficient engines have been invented.	"Gradually , more powerful and efficient engines were invented .
"	OK OK BAD BAD BAD OK OK BAD BAD OK OK OK	Gradually , stronger and more efficient engines have been invented . <EOS>	93.0	1.0818566848406306	stronger, and, more, have, been
La 16 iunie 1913, Franz Kafka formulează o cerere în căsătorie către Felice.	On 16 June 1913 Franz Kafka made a marriage application to Felice.	"On June 16 , 1913 , Franz Kafka filed a marriage proposal with Felice .
"	OK BAD BAD OK BAD OK BAD OK OK BAD BAD OK OK OK	On 16 June 1913 Franz Kafka made a marriage application to Felice . <EOS>	54.0	-0.5968515069901241	16, June, Franz, made, application, to
Din 1986, învățământul obligatoriu în China cuprinde învățământul primar și învățământul gimnazial care, împreună, durează nouă ani.	Since 1986, compulsory education in China has been encompassing primary and secondary education which, together, takes nine years.	"Since 1986 , compulsory education in China has included primary and secondary education , which together last nine years .
"	OK OK OK OK OK OK OK OK BAD BAD OK OK OK OK BAD OK BAD BAD BAD OK OK OK OK	Since 1986 , compulsory education in China has been encompassing primary and secondary education which , together , takes nine years . <EOS>	88.66666666666667	0.7628174735921357	been, encompassing, which, together, ,, takes
Țara ocupă o suprafață de 33.843 km², din care 472 km² sunt ape.	A country occupies an area of 33.843 km brus, of which 472 km brus are waters.	"The country occupies an area of ​ ​ 33,843 km ² , of which 472 km ² are water .
"	BAD OK OK OK OK OK BAD OK BAD OK OK OK OK OK BAD OK BAD OK OK	A country occupies an area of 33.843 km brus , of which 472 km brus are waters . <EOS>	73.66666666666667	0.0977234012332558	A, 33.843, brus, brus, waters
Baza navală americană de la Guantanamo Bay a fost folosită la apărarea transporturilor maritime aliate în regiunea caraibeană.	The US naval base at Guantánamo Bay was used to defend allied maritime transport in the Caraian region.	"The US naval base at Guantánamo Bay was used to defend allied maritime shipping in the Carribean region .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK BAD OK OK OK	The US naval base at Guantánamo Bay was used to defend allied maritime transport in the Caraian region . <EOS>	86.33333333333333	0.5558474502881322	transport, Caraian
Primul Tur al Franței a fost programat în anul 1903.	The first Tur of France was scheduled in 1903.	"The first Tour of France was scheduled in 1903 .
"	OK OK BAD OK OK OK OK OK OK OK OK	The first Tur of France was scheduled in 1903 . <EOS>	100.0	1.1389689345610707	Tur
Ea a fost reprodusă și pe cărți poștale ilustrate și a fost realizată în vara anului 1907 la Broșteni.	It was also reproduced on illustrated postcards and was carried out in the summer of 1907 on Bredteni.	"It was also reproduced on illustrated postcards and was made in the summer of 1907 in Broșteni .
"	OK OK OK OK OK OK OK OK OK BAD BAD OK OK OK OK OK BAD BAD OK OK	It was also reproduced on illustrated postcards and was carried out in the summer of 1907 on Bredteni . <EOS>	37.66666666666666	-0.906491182878392	carried, out, on, Bredteni
A evoluat stilul de construcție pentru clădirile cu etaje.	It has evolved the style of construction for double-deck buildings.	"The construction style for the construction of the multii-stores buildings has evolved .
"	BAD BAD BAD OK BAD OK BAD BAD BAD BAD OK OK	It has evolved the style of construction for double-deck buildings . <EOS>	72.0	0.0229377252265425	It, has, evolved, style, construction, for, double-deck, buildings
Între Grete și Kafka se stabilește treptat o puternică legătură emoțională, iar cei doi încep să corespondeze.	A strong emotional link is gradually established between the Grete and Kafka, and the two are starting to match.	"A strong emotional bond is gradually established between Grete and Kafka , and the two begin to correspond .
"	OK OK OK BAD OK OK OK OK BAD OK OK OK OK OK OK OK BAD BAD OK BAD OK OK	A strong emotional link is gradually established between the Grete and Kafka , and the two are starting to match . <EOS>	72.66666666666667	-0.0462418111953227	link, the, are, starting, match
Au existat podgorii în Elveția de astăzi încă din epoca romană, deși se pot găsi unele urme de origine și mai veche.	There have been vineyards in Switzerland today since the Roman age, although some traces of origin can be found even older.	"Vineyards have been cultivated in Switzerland since the Roman era , even though certain traces can be found of a more ancient origin .
"	BAD OK OK BAD OK OK BAD OK OK OK BAD OK BAD BAD BAD BAD BAD OK OK OK BAD BAD OK OK	There have been vineyards in Switzerland today since the Roman age , although some traces of origin can be found even older . <EOS>	100.0	1.04725262629156	There, vineyards, today, age, although, some, traces, of, origin, even, older
România a intrat în război, de data aceasta, de partea nemților, pentru a recăpăta teritoriul pierdut, Basarabia.	Romania, this time, has entered into war on the side of the Germans in order to regain lost territory, Basarcea.	"Romania entered the war , this time , on the side of the Germans , in order to regain the lost territory , Bessarabia .
"	OK BAD BAD BAD OK BAD BAD BAD BAD OK OK OK OK OK OK BAD OK OK OK BAD OK OK BAD OK OK	Romania , this time , has entered into war on the side of the Germans in order to regain lost territory , Basarcea . <EOS>	52.0	-0.5210581194145981	,, this, time, has, entered, into, war, in, lost, Basarcea
În această privințǎ, fiecare dinastie nouă este fondată de un fondator moralist cinstit.	In this respect, every new dinasy is founded by an honest moralist founder.	"In this respect , each new dynasty is founded by an honest moralist founder .
"	OK OK OK OK BAD OK BAD OK OK OK OK OK OK OK OK OK	In this respect , every new dinasy is founded by an honest moralist founder . <EOS>	25.0	-1.5051248548013	every, dinasy
a dus la acceptarea Convenției Europene a Drepturilor Omului.	led to the acceptance of the European Convention on Human Rights.	"led to the acceptance of the European Convention on Human Rights .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK	led to the acceptance of the European Convention on Human Rights . <EOS>	98.0	1.0739363747086268	
La 17 ianuarie, el a fost transferat la ocna din , unde a fost ținut timp de mai mult de o lună.	On 17 January, he was transferred to the ocna from where he was held for more than one month.	"On January 17th , he was transferred to the prison in , where he was held for more than a month .
"	OK BAD BAD OK OK OK OK OK OK BAD BAD OK OK OK OK OK OK OK BAD OK OK OK	On 17 January , he was transferred to the ocna from where he was held for more than one month . <EOS>	86.66666666666667	0.4735627583170634	17, January, ocna, from, one
De partea Prusiei intră Anglia, electoratul Hanovrei, Portugalia și alte state mai mici.	For the part of the Russians come into England, the Hannover electorate, Portugal and other smaller states.	"Alongside Prussia enter England , the Hanoverian electorate , Portugal and other smaller states .
"	BAD BAD BAD BAD BAD BAD BAD BAD OK OK OK BAD OK OK OK OK OK OK OK OK OK	For the part of the Russians come into England , the Hannover electorate , Portugal and other smaller states . <EOS>	27.666666666666668	-1.4787293395190666	For, the, part, of, the, Russians, come, into, Hannover
Doar 10 unități create după 1874 au primit acest model, la cartierul general de la Poiana, pe 17 iulie 1877.	Only 10 units created after 1874 received this model from Poiana headquarters on 17 July 1877.	"Only 10 units created after 1874 received this model , at the headquarters in Poiana , on July 17th , 1877 .
"	OK OK OK OK OK OK OK OK OK BAD OK BAD OK BAD BAD OK OK OK	Only 10 units created after 1874 received this model from Poiana headquarters on 17 July 1877 . <EOS>	97.0	0.9738301764019988	from, headquarters, 17, July
Ofensiva rusă a facilitat victoria Antantei de pe Marna.	Russian infensiva has facilitated the Antarctic victory on Marna.	"The Russian offensive facilitated the victory of the Entente on the Marne .
"	BAD BAD BAD OK OK BAD BAD OK BAD OK OK	Russian infensiva has facilitated the Antarctic victory on Marna . <EOS>	46.0	-0.8141130274884715	Russian, infensiva, has, Antarctic, victory, Marna
În secolul XIV Veneția a devenit orașul univers al economiei europene.	In the 14th century Venice became the universe city of the European economy.	"In the 14th century Venice became the universe city of the European economy .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	In the 14th century Venice became the universe city of the European economy . <EOS>	89.5	0.8208228945218131	
Din 1985, casa lui Émile Zola din Médan devine muzeu.	Since 1985, the home of Émile Zola in Médan has become museum.	"Starting in 1985 , Émile Zola 's house in Médan bcomes a museum .
"	BAD OK OK BAD BAD BAD BAD BAD OK OK BAD BAD OK OK OK	Since 1985 , the home of Émile Zola in Médan has become museum . <EOS>	87.0	0.7889923593928998	Since, the, home, of, Émile, Zola, has, become
Ca , trompa se mișcă prin contracții musculare precis coordonate.	Like this, it moves with precise coordinated muscle contraction.	"Like , the trunk moves with precise coordinated muscle contractions .
"	OK BAD BAD BAD OK OK OK OK OK BAD OK OK	Like this , it moves with precise coordinated muscle contraction . <EOS>	58.5	-0.4375776870439316	this, ,, it, contraction
Sunt dificultăți în ceea ce privește definirea statului medieval.	There are difficulties in defining the medieval state.	"There are difficulties in defining the medieval state .
"	OK OK OK OK OK OK OK OK OK OK	There are difficulties in defining the medieval state . <EOS>	97.0	1.024113328531416	
Toate exponatele au fost duse la Grădina Botanică.	All exponates were taken to Botanical Gardina.	"All the exhibits were taken to the Botanical Garden .
"	OK BAD OK OK OK BAD BAD OK OK	All exponates were taken to Botanical Gardina . <EOS>	83.33333333333333	0.5170304810903557	exponates, Botanical, Gardina
În scopul de a distinge Rusia Kieveană de alte state derivate din ea, este numită Rutenia Kieveană de către istoriografia modernă.	In order to distinguish Russia Kievean from other countries derived from it, it is called Rutenia Kieveana by modern history.	"In order to distinguish Kievan Rus ' from other states derived from it , it is called Kievan Ruthenia by modern historiography .
"	OK OK OK OK BAD BAD OK OK BAD OK OK OK OK OK OK OK BAD BAD OK OK BAD OK OK	In order to distinguish Russia Kievean from other countries derived from it , it is called Rutenia Kieveana by modern history . <EOS>	59.66666666666666	-0.290784328065016	Russia, Kievean, countries, Rutenia, Kieveana, history
În Serbia au început să apară organizații clandestine naționaliste, care aveau ca obiectiv principal eliberarea Bosniei de sub dominația austriacă.	Nationalist clandestine organisations have started to emerge in Serbia, with the main objective of freeing Bosnia from the Austrian domination.	"Nationalist clandestine organisations have started to emerge in Serbia , with the main objective of freeing Bosnia from the Austrian domination .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Nationalist clandestine organisations have started to emerge in Serbia , with the main objective of freeing Bosnia from the Austrian domination . <EOS>	90.0	0.6998891008029883	
